2021-05-27 22:22:51,0.0,26.58,73.0,20.89
2021-05-27 22:22:53,0.0,26.58,73.0,20.89
2021-05-27 22:22:56,0.0,26.58,73.0,20.89
2021-05-27 22:22:58,0.0,26.58,73.0,20.89
2021-05-27 22:23:00,0.0,26.58,73.0,20.89
2021-05-27 22:23:02,0.0,26.58,73.0,20.89
2021-05-27 22:23:04,0.0,26.58,73.0,20.89
2021-05-27 22:23:06,0.0,26.58,73.0,20.89
2021-05-27 22:23:09,0.0,26.58,73.0,20.89
2021-05-27 22:23:11,0.0,26.58,73.0,20.89
2021-05-27 22:23:13,0.0,26.58,73.0,20.89
2021-05-27 22:23:15,0.0,26.58,73.0,20.89
2021-05-27 22:23:17,0.0,26.58,73.0,20.89
2021-05-27 22:23:19,0.0,26.58,73.0,20.89
2021-05-27 22:23:22,0.0,26.58,73.0,20.89
2021-05-27 22:23:24,0.0,26.58,73.0,20.89
2021-05-27 22:23:26,0.0,26.58,73.0,20.89
2021-05-27 22:23:28,0.0,26.58,73.0,20.89
2021-05-27 22:23:30,0.0,26.58,73.0,20.89
2021-05-27 22:23:32,0.0,26.58,73.0,20.89
2021-05-27 22:23:34,0.0,26.58,73.0,20.89
2021-05-27 22:23:37,0.0,26.58,73.0,20.89
2021-05-27 22:23:39,0.0,26.58,73.0,20.89
2021-05-27 22:23:41,0.0,26.58,73.0,20.89
2021-05-27 22:23:43,0.0,26.58,73.0,20.89
2021-05-27 22:23:45,0.0,26.58,73.0,20.89
2021-05-27 22:23:47,0.0,26.58,73.0,20.89
2021-05-27 22:23:50,0.0,26.58,73.0,20.89
2021-05-27 22:23:52,0.00,26.58,73.0,20.89
2021-05-27 22:23:54,0.00,26.58,73.0,20.89
2021-05-27 22:23:56,0.00,26.58,73.0,20.89
2021-05-27 22:23:58,0.00,26.58,73.0,20.89
2021-05-27 22:24:00,0.00,26.58,73.0,20.89
